"year","tt","broad_pmtct","value","total_inf","run","inf_total"
1975,"perinatal","On ART pre-conception",0,61.8892248259822,"Former VT",61.8892250887219
1975,"bf","On ART pre-conception",0,61.8892248259822,"Former VT",61.8892250887219
1975,"perinatal","On ART, dropped out",0,61.8892248259822,"Former VT",61.8892250887219
1975,"bf","On ART, dropped out",0,61.8892248259822,"Former VT",61.8892250887219
1975,"perinatal","PVT, non-ART",0,61.8892248259822,"Former VT",61.8892250887219
1975,"bf","PVT, non-ART",0,61.8892248259822,"Former VT",61.8892250887219
1975,"perinatal","Started ART during pregnancy",0,61.8892248259822,"Former VT",61.8892250887219
1975,"bf","Started ART during pregnancy",0,61.8892248259822,"Former VT",61.8892250887219
1975,"perinatal","Started ART, dropped out",0,61.8892248259822,"Former VT",61.8892250887219
1975,"bf","Started ART, dropped out",0,61.8892248259822,"Former VT",61.8892250887219
1976,"perinatal","Maternal seroconversion",9.22815856876422,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","Maternal seroconversion",36.880572311955,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","No PVT",14.0379823537043,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","No PVT",9.53915539442088,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","On ART pre-conception",0,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","On ART pre-conception",0,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","On ART, dropped out",0,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","On ART, dropped out",0,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","PVT, non-ART",0,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","PVT, non-ART",0,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","Started ART during pregnancy",0,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","Started ART during pregnancy",0,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","Started ART, dropped out",0,69.6858686288444,"Updated VT",64.999370354454
1976,"bf","Started ART, dropped out",0,69.6858686288444,"Updated VT",64.999370354454
1976,"perinatal","Maternal seroconversion",9.21700561799532,64.9993683743395,"Former VT",64.999370354454
1976,"bf","Maternal seroconversion",35.0682493434394,64.9993683743395,"Former VT",64.999370354454
1976,"perinatal","No PVT",13.6395372860106,64.9993683743395,"Former VT",64.999370354454
1976,"bf","No PVT",7.07457612689419,64.9993683743395,"Former VT",64.999370354454
1976,"perinatal","On ART pre-conception",0,64.9993683743395,"Former VT",64.999370354454
1976,"bf","On ART pre-conception",0,64.9993683743395,"Former VT",64.999370354454
1976,"perinatal","On ART, dropped out",0,64.9993683743395,"Former VT",64.999370354454
1976,"bf","On ART, dropped out",0,64.9993683743395,"Former VT",64.999370354454
1976,"perinatal","PVT, non-ART",0,64.9993683743395,"Former VT",64.999370354454
1976,"bf","PVT, non-ART",0,64.9993683743395,"Former VT",64.999370354454
1976,"perinatal","Started ART during pregnancy",0,64.9993683743395,"Former VT",64.999370354454
1976,"bf","Started ART during pregnancy",0,64.9993683743395,"Former VT",64.999370354454
1976,"perinatal","Started ART, dropped out",0,64.9993683743395,"Former VT",64.999370354454
1976,"bf","Started ART, dropped out",0,64.9993683743395,"Former VT",64.999370354454
1977,"perinatal","Maternal seroconversion",19.1486002308562,139.325889754685,"Updated VT",130.408177901312
1977,"bf","Maternal seroconversion",76.5278717551753,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","No PVT",26.0820000611708,139.325889754685,"Updated VT",130.408177901312
1977,"bf","No PVT",17.5674177074824,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","On ART pre-conception",0,139.325889754685,"Updated VT",130.408177901312
1977,"bf","On ART pre-conception",0,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","On ART, dropped out",0,139.325889754685,"Updated VT",130.408177901312
1977,"bf","On ART, dropped out",0,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","PVT, non-ART",0,139.325889754685,"Updated VT",130.408177901312
1977,"bf","PVT, non-ART",0,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","Started ART during pregnancy",0,139.325889754685,"Updated VT",130.408177901312
1977,"bf","Started ART during pregnancy",0,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","Started ART, dropped out",0,139.325889754685,"Updated VT",130.408177901312
1977,"bf","Started ART, dropped out",0,139.325889754685,"Updated VT",130.408177901312
1977,"perinatal","Maternal seroconversion",19.1254576511013,130.408171290023,"Former VT",130.408177901312
1977,"bf","Maternal seroconversion",72.7672679733146,130.408171290023,"Former VT",130.408177901312
1977,"perinatal","No PVT",25.4332801472006,130.408171290023,"Former VT",130.408177901312
1977,"bf","No PVT",13.0821655184065,130.408171290023,"Former VT",130.408177901312
1977,"perinatal","On ART pre-conception",0,130.408171290023,"Former VT",130.408177901312
1977,"bf","On ART pre-conception",0,130.408171290023,"Former VT",130.408177901312
1977,"perinatal","On ART, dropped out",0,130.408171290023,"Former VT",130.408177901312
1977,"bf","On ART, dropped out",0,130.408171290023,"Former VT",130.408177901312
1977,"perinatal","PVT, non-ART",0,130.408171290023,"Former VT",130.408177901312
1977,"bf","PVT, non-ART",0,130.408171290023,"Former VT",130.408177901312
1977,"perinatal","Started ART during pregnancy",0,130.408171290023,"Former VT",130.408177901312
1977,"bf","Started ART during pregnancy",0,130.408171290023,"Former VT",130.408177901312
1977,"perinatal","Started ART, dropped out",0,130.408171290023,"Former VT",130.408177901312
1977,"bf","Started ART, dropped out",0,130.408171290023,"Former VT",130.408177901312
1978,"perinatal","Maternal seroconversion",35.2496913972668,258.303779507988,"Updated VT",241.782345567494
1978,"bf","Maternal seroconversion",140.876295402138,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","No PVT",49.1984651102916,258.303779507988,"Updated VT",241.782345567494
1978,"bf","No PVT",32.9793275982918,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","On ART pre-conception",0,258.303779507988,"Updated VT",241.782345567494
1978,"bf","On ART pre-conception",0,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","On ART, dropped out",0,258.303779507988,"Updated VT",241.782345567494
1978,"bf","On ART, dropped out",0,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","PVT, non-ART",0,258.303779507988,"Updated VT",241.782345567494
1978,"bf","PVT, non-ART",0,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","Started ART during pregnancy",0,258.303779507988,"Updated VT",241.782345567494
1978,"bf","Started ART during pregnancy",0,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","Started ART, dropped out",0,258.303779507988,"Updated VT",241.782345567494
1978,"bf","Started ART, dropped out",0,258.303779507988,"Updated VT",241.782345567494
1978,"perinatal","Maternal seroconversion",35.2070893906104,241.838146913127,"Former VT",241.782345567494
1978,"bf","Maternal seroconversion",133.953589764136,241.838146913127,"Former VT",241.782345567494
1978,"perinatal","No PVT",48.0662273086926,241.838146913127,"Former VT",241.782345567494
1978,"bf","No PVT",24.6112404496874,241.838146913127,"Former VT",241.782345567494
1978,"perinatal","On ART pre-conception",0,241.838146913127,"Former VT",241.782345567494
1978,"bf","On ART pre-conception",0,241.838146913127,"Former VT",241.782345567494
1978,"perinatal","On ART, dropped out",0,241.838146913127,"Former VT",241.782345567494
1978,"bf","On ART, dropped out",0,241.838146913127,"Former VT",241.782345567494
1978,"perinatal","PVT, non-ART",0,241.838146913127,"Former VT",241.782345567494
1978,"bf","PVT, non-ART",0,241.838146913127,"Former VT",241.782345567494
1978,"perinatal","Started ART during pregnancy",0,241.838146913127,"Former VT",241.782345567494
1978,"bf","Started ART during pregnancy",0,241.838146913127,"Former VT",241.782345567494
1978,"perinatal","Started ART, dropped out",0,241.838146913127,"Former VT",241.782345567494
1978,"bf","Started ART, dropped out",0,241.838146913127,"Former VT",241.782345567494
1979,"perinatal","Maternal seroconversion",60.6589054393531,455.160654222522,"Updated VT",425.653869447617
1979,"bf","Maternal seroconversion",242.424870763755,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","No PVT",91.1944203611983,455.160654222522,"Updated VT",425.653869447617
1979,"bf","No PVT",60.8824576582152,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","On ART pre-conception",0,455.160654222522,"Updated VT",425.653869447617
1979,"bf","On ART pre-conception",0,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","On ART, dropped out",0,455.160654222522,"Updated VT",425.653869447617
1979,"bf","On ART, dropped out",0,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","PVT, non-ART",0,455.160654222522,"Updated VT",425.653869447617
1979,"bf","PVT, non-ART",0,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","Started ART during pregnancy",0,455.160654222522,"Updated VT",425.653869447617
1979,"bf","Started ART during pregnancy",0,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","Started ART, dropped out",0,455.160654222522,"Updated VT",425.653869447617
1979,"bf","Started ART, dropped out",0,455.160654222522,"Updated VT",425.653869447617
1979,"perinatal","Maternal seroconversion",60.5855944119126,425.852294166654,"Former VT",425.653869447617
1979,"bf","Maternal seroconversion",230.512036068341,425.852294166654,"Former VT",425.653869447617
1979,"perinatal","No PVT",89.2389576789294,425.852294166654,"Former VT",425.653869447617
1979,"bf","No PVT",45.515706007471,425.852294166654,"Former VT",425.653869447617
1979,"perinatal","On ART pre-conception",0,425.852294166654,"Former VT",425.653869447617
1979,"bf","On ART pre-conception",0,425.852294166654,"Former VT",425.653869447617
1979,"perinatal","On ART, dropped out",0,425.852294166654,"Former VT",425.653869447617
1979,"bf","On ART, dropped out",0,425.852294166654,"Former VT",425.653869447617
1979,"perinatal","PVT, non-ART",0,425.852294166654,"Former VT",425.653869447617
1979,"bf","PVT, non-ART",0,425.852294166654,"Former VT",425.653869447617
1979,"perinatal","Started ART during pregnancy",0,425.852294166654,"Former VT",425.653869447617
1979,"bf","Started ART during pregnancy",0,425.852294166654,"Former VT",425.653869447617
1979,"perinatal","Started ART, dropped out",0,425.852294166654,"Former VT",425.653869447617
1979,"bf","Started ART, dropped out",0,425.852294166654,"Former VT",425.653869447617
1980,"perinatal","Maternal seroconversion",100.666775932992,770.608893147715,"Updated VT",720.297129029926
1980,"bf","Maternal seroconversion",402.317350914925,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","No PVT",160.713023421442,770.608893147715,"Updated VT",720.297129029926
1980,"bf","No PVT",106.911742878357,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","On ART pre-conception",0,770.608893147715,"Updated VT",720.297129029926
1980,"bf","On ART pre-conception",0,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","On ART, dropped out",0,770.608893147715,"Updated VT",720.297129029926
1980,"bf","On ART, dropped out",0,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","PVT, non-ART",0,770.608893147715,"Updated VT",720.297129029926
1980,"bf","PVT, non-ART",0,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","Started ART during pregnancy",0,770.608893147715,"Updated VT",720.297129029926
1980,"bf","Started ART during pregnancy",0,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","Started ART, dropped out",0,770.608893147715,"Updated VT",720.297129029926
1980,"bf","Started ART, dropped out",0,770.608893147715,"Updated VT",720.297129029926
1980,"perinatal","Maternal seroconversion",100.545112267627,720.63203218116,"Former VT",720.297129029926
1980,"bf","Maternal seroconversion",382.547349258548,720.63203218116,"Former VT",720.297129029926
1980,"perinatal","No PVT",157.487283469419,720.63203218116,"Former VT",720.297129029926
1980,"bf","No PVT",80.0522871855658,720.63203218116,"Former VT",720.297129029926
1980,"perinatal","On ART pre-conception",0,720.63203218116,"Former VT",720.297129029926
1980,"bf","On ART pre-conception",0,720.63203218116,"Former VT",720.297129029926
1980,"perinatal","On ART, dropped out",0,720.63203218116,"Former VT",720.297129029926
1980,"bf","On ART, dropped out",0,720.63203218116,"Former VT",720.297129029926
1980,"perinatal","PVT, non-ART",0,720.63203218116,"Former VT",720.297129029926
1980,"bf","PVT, non-ART",0,720.63203218116,"Former VT",720.297129029926
1980,"perinatal","Started ART during pregnancy",0,720.63203218116,"Former VT",720.297129029926
1980,"bf","Started ART during pregnancy",0,720.63203218116,"Former VT",720.297129029926
1980,"perinatal","Started ART, dropped out",0,720.63203218116,"Former VT",720.297129029926
1980,"bf","Started ART, dropped out",0,720.63203218116,"Former VT",720.297129029926
1981,"perinatal","Maternal seroconversion",160.921796892486,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","Maternal seroconversion",643.128087000115,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","No PVT",271.430897283145,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","No PVT",179.981986833935,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","On ART pre-conception",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","On ART pre-conception",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","On ART, dropped out",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","On ART, dropped out",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","PVT, non-ART",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","PVT, non-ART",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","Started ART during pregnancy",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","Started ART during pregnancy",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","Started ART, dropped out",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"bf","Started ART, dropped out",0,1255.46276800968,"Updated VT",1172.43807982305
1981,"perinatal","Maternal seroconversion",160.727310325636,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","Maternal seroconversion",611.524569736094,1173.52606459869,"Former VT",1172.43807982305
1981,"perinatal","No PVT",266.318743615242,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","No PVT",134.955440921715,1173.52606459869,"Former VT",1172.43807982305
1981,"perinatal","On ART pre-conception",0,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","On ART pre-conception",0,1173.52606459869,"Former VT",1172.43807982305
1981,"perinatal","On ART, dropped out",0,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","On ART, dropped out",0,1173.52606459869,"Former VT",1172.43807982305
1981,"perinatal","PVT, non-ART",0,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","PVT, non-ART",0,1173.52606459869,"Former VT",1172.43807982305
1981,"perinatal","Started ART during pregnancy",0,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","Started ART during pregnancy",0,1173.52606459869,"Former VT",1172.43807982305
1981,"perinatal","Started ART, dropped out",0,1173.52606459869,"Former VT",1172.43807982305
1981,"bf","Started ART, dropped out",0,1173.52606459869,"Former VT",1172.43807982305
1982,"perinatal","Maternal seroconversion",232.789455551956,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","Maternal seroconversion",930.349027378522,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","No PVT",436.200841673337,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","No PVT",287.982480767757,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","On ART pre-conception",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","On ART pre-conception",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","On ART, dropped out",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","On ART, dropped out",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","PVT, non-ART",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","PVT, non-ART",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","Started ART during pregnancy",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","Started ART during pregnancy",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","Started ART, dropped out",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"bf","Started ART, dropped out",0,1887.32180537157,"Updated VT",1760.57753283402
1982,"perinatal","Maternal seroconversion",232.508111303487,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","Maternal seroconversion",884.631382413785,1762.20365223718,"Former VT",1760.57753283402
1982,"perinatal","No PVT",428.711835489571,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","No PVT",216.352323030339,1762.20365223718,"Former VT",1760.57753283402
1982,"perinatal","On ART pre-conception",0,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","On ART pre-conception",0,1762.20365223718,"Former VT",1760.57753283402
1982,"perinatal","On ART, dropped out",0,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","On ART, dropped out",0,1762.20365223718,"Former VT",1760.57753283402
1982,"perinatal","PVT, non-ART",0,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","PVT, non-ART",0,1762.20365223718,"Former VT",1760.57753283402
1982,"perinatal","Started ART during pregnancy",0,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","Started ART during pregnancy",0,1762.20365223718,"Former VT",1760.57753283402
1982,"perinatal","Started ART, dropped out",0,1762.20365223718,"Former VT",1760.57753283402
1982,"bf","Started ART, dropped out",0,1762.20365223718,"Former VT",1760.57753283402
1983,"perinatal","Maternal seroconversion",336.720044384388,2801.45626670143,"Updated VT",2611.6114301448
1983,"bf","Maternal seroconversion",1345.71029022382,2801.45626670143,"Updated VT",2611.6114301448
1983,"perinatal","No PVT",675.153680754294,2801.45626670143,"Updated VT",2611.6114301448
1983,"bf","No PVT",443.872251338936,2801.45626670143,"Updated VT",2611.6114301448
1983,"perinatal","On ART pre-conception",0,2801.45626670143,"Updated VT",2611.6114301448
1983,"bf","On ART pre-conception",0,2801.45626670143,"Updated VT",2611.6114301448
1983,"perinatal","On ART, dropped out",0,2801.45626670143,"Updated VT",2611.6114301448
1983,"bf","On ART, dropped out",0,2801.45626670143,"Updated VT",2611.6114301448
1983,"perinatal","PVT, non-ART",0,2801.45626670143,"Updated VT",2611.6114301448
