"year","tt","broad_pmtct","value","total_inf","run","inf_total"
1975,"bf","Started ART, dropped out",0,0,"Former VT",0
1976,"perinatal","Maternal seroconversion",7.01065852578238,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","Maternal seroconversion",27.1297456926462,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","No PVT",3.91678684965769,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","No PVT",2.64206068605719,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","On ART pre-conception",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","On ART pre-conception",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","On ART, dropped out",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","On ART, dropped out",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","PVT, non-ART",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","PVT, non-ART",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","Started ART during pregnancy",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","Started ART during pregnancy",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","Started ART, dropped out",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"bf","Started ART, dropped out",0,40.6992517541434,"Updated VT",38.4502180035869
1976,"perinatal","Maternal seroconversion",7.00218559710295,38.505894339716,"Former VT",38.4502180035869
1976,"bf","Maternal seroconversion",25.7965814230442,38.505894339716,"Former VT",38.4502180035869
1976,"perinatal","No PVT",3.77041081949971,38.505894339716,"Former VT",38.4502180035869
1976,"bf","No PVT",1.93671650006918,38.505894339716,"Former VT",38.4502180035869
1976,"perinatal","On ART pre-conception",0,38.505894339716,"Former VT",38.4502180035869
1976,"bf","On ART pre-conception",0,38.505894339716,"Former VT",38.4502180035869
1976,"perinatal","On ART, dropped out",0,38.505894339716,"Former VT",38.4502180035869
1976,"bf","On ART, dropped out",0,38.505894339716,"Former VT",38.4502180035869
1976,"perinatal","PVT, non-ART",0,38.505894339716,"Former VT",38.4502180035869
1976,"bf","PVT, non-ART",0,38.505894339716,"Former VT",38.4502180035869
1976,"perinatal","Started ART during pregnancy",0,38.505894339716,"Former VT",38.4502180035869
1976,"bf","Started ART during pregnancy",0,38.505894339716,"Former VT",38.4502180035869
1976,"perinatal","Started ART, dropped out",0,38.505894339716,"Former VT",38.4502180035869
1976,"bf","Started ART, dropped out",0,38.505894339716,"Former VT",38.4502180035869
1977,"perinatal","Maternal seroconversion",6.41444152978488,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","Maternal seroconversion",24.8225137229874,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","No PVT",11.4553288613255,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","No PVT",7.58472207216984,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","On ART pre-conception",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","On ART pre-conception",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","On ART, dropped out",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","On ART, dropped out",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","PVT, non-ART",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","PVT, non-ART",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","Started ART during pregnancy",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","Started ART during pregnancy",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","Started ART, dropped out",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"bf","Started ART, dropped out",0,50.2770061862676,"Updated VT",46.5839004543769
1977,"perinatal","Maternal seroconversion",6.40668917593676,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","Maternal seroconversion",23.6027275608871,46.7357094676114,"Former VT",46.5839004543769
1977,"perinatal","No PVT",11.1150968789938,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","No PVT",5.61119585179384,46.7357094676114,"Former VT",46.5839004543769
1977,"perinatal","On ART pre-conception",0,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","On ART pre-conception",0,46.7357094676114,"Former VT",46.5839004543769
1977,"perinatal","On ART, dropped out",0,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","On ART, dropped out",0,46.7357094676114,"Former VT",46.5839004543769
1977,"perinatal","PVT, non-ART",0,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","PVT, non-ART",0,46.7357094676114,"Former VT",46.5839004543769
1977,"perinatal","Started ART during pregnancy",0,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","Started ART during pregnancy",0,46.7357094676114,"Former VT",46.5839004543769
1977,"perinatal","Started ART, dropped out",0,46.7357094676114,"Former VT",46.5839004543769
1977,"bf","Started ART, dropped out",0,46.7357094676114,"Former VT",46.5839004543769
1978,"perinatal","Maternal seroconversion",12.4870941830538,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","Maternal seroconversion",48.3223777595934,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","No PVT",21.820108780679,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","No PVT",14.3137188836366,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","On ART pre-conception",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","On ART pre-conception",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","On ART, dropped out",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","On ART, dropped out",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","PVT, non-ART",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","PVT, non-ART",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","Started ART during pregnancy",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","Started ART during pregnancy",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","Started ART, dropped out",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"bf","Started ART, dropped out",0,96.9432996069628,"Updated VT",89.9728140420576
1978,"perinatal","Maternal seroconversion",12.4720025539241,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","Maternal seroconversion",45.9478008586105,90.3086293774961,"Former VT",89.9728140420576
1978,"perinatal","No PVT",21.2531603815147,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","No PVT",10.6356655834469,90.3086293774961,"Former VT",89.9728140420576
1978,"perinatal","On ART pre-conception",0,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","On ART pre-conception",0,90.3086293774961,"Former VT",89.9728140420576
1978,"perinatal","On ART, dropped out",0,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","On ART, dropped out",0,90.3086293774961,"Former VT",89.9728140420576
1978,"perinatal","PVT, non-ART",0,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","PVT, non-ART",0,90.3086293774961,"Former VT",89.9728140420576
1978,"perinatal","Started ART during pregnancy",0,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","Started ART during pregnancy",0,90.3086293774961,"Former VT",89.9728140420576
1978,"perinatal","Started ART, dropped out",0,90.3086293774961,"Former VT",89.9728140420576
1978,"bf","Started ART, dropped out",0,90.3086293774961,"Former VT",89.9728140420576
1979,"perinatal","Maternal seroconversion",23.1861937712743,181.460613890184,"Updated VT",168.604566546758
1979,"bf","Maternal seroconversion",89.7255997110325,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","No PVT",41.4764610666068,181.460613890184,"Updated VT",168.604566546758
1979,"bf","No PVT",27.0723593412704,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","On ART pre-conception",0,181.460613890184,"Updated VT",168.604566546758
1979,"bf","On ART pre-conception",0,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","On ART, dropped out",0,181.460613890184,"Updated VT",168.604566546758
1979,"bf","On ART, dropped out",0,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","PVT, non-ART",0,181.460613890184,"Updated VT",168.604566546758
1979,"bf","PVT, non-ART",0,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","Started ART during pregnancy",0,181.460613890184,"Updated VT",168.604566546758
1979,"bf","Started ART during pregnancy",0,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","Started ART, dropped out",0,181.460613890184,"Updated VT",168.604566546758
1979,"bf","Started ART, dropped out",0,181.460613890184,"Updated VT",168.604566546758
1979,"perinatal","Maternal seroconversion",23.1581714442063,169.115437625299,"Former VT",168.604566546758
1979,"bf","Maternal seroconversion",85.316455410215,169.115437625299,"Former VT",168.604566546758
1979,"perinatal","No PVT",40.4798702110601,169.115437625299,"Former VT",168.604566546758
1979,"bf","No PVT",20.1609405598177,169.115437625299,"Former VT",168.604566546758
1979,"perinatal","On ART pre-conception",0,169.115437625299,"Former VT",168.604566546758
1979,"bf","On ART pre-conception",0,169.115437625299,"Former VT",168.604566546758
1979,"perinatal","On ART, dropped out",0,169.115437625299,"Former VT",168.604566546758
1979,"bf","On ART, dropped out",0,169.115437625299,"Former VT",168.604566546758
1979,"perinatal","PVT, non-ART",0,169.115437625299,"Former VT",168.604566546758
1979,"bf","PVT, non-ART",0,169.115437625299,"Former VT",168.604566546758
1979,"perinatal","Started ART during pregnancy",0,169.115437625299,"Former VT",168.604566546758
1979,"bf","Started ART during pregnancy",0,169.115437625299,"Former VT",168.604566546758
1979,"perinatal","Started ART, dropped out",0,169.115437625299,"Former VT",168.604566546758
1979,"bf","Started ART, dropped out",0,169.115437625299,"Former VT",168.604566546758
1980,"perinatal","Maternal seroconversion",41.7540986021483,331.15309310858,"Updated VT",308.227271659504
1980,"bf","Maternal seroconversion",161.579411197401,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","No PVT",77.4360097084236,331.15309310858,"Updated VT",308.227271659504
1980,"bf","No PVT",50.383573600607,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","On ART pre-conception",0,331.15309310858,"Updated VT",308.227271659504
1980,"bf","On ART pre-conception",0,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","On ART, dropped out",0,331.15309310858,"Updated VT",308.227271659504
1980,"bf","On ART, dropped out",0,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","PVT, non-ART",0,331.15309310858,"Updated VT",308.227271659504
1980,"bf","PVT, non-ART",0,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","Started ART during pregnancy",0,331.15309310858,"Updated VT",308.227271659504
1980,"bf","Started ART during pregnancy",0,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","Started ART, dropped out",0,331.15309310858,"Updated VT",308.227271659504
1980,"bf","Started ART, dropped out",0,331.15309310858,"Updated VT",308.227271659504
1980,"perinatal","Maternal seroconversion",41.703635511095,308.58593233304,"Former VT",308.227271659504
1980,"bf","Maternal seroconversion",153.639347912175,308.58593233304,"Former VT",308.227271659504
1980,"perinatal","No PVT",75.6701996215983,308.58593233304,"Former VT",308.227271659504
1980,"bf","No PVT",37.5727492881723,308.58593233304,"Former VT",308.227271659504
1980,"perinatal","On ART pre-conception",0,308.58593233304,"Former VT",308.227271659504
1980,"bf","On ART pre-conception",0,308.58593233304,"Former VT",308.227271659504
1980,"perinatal","On ART, dropped out",0,308.58593233304,"Former VT",308.227271659504
1980,"bf","On ART, dropped out",0,308.58593233304,"Former VT",308.227271659504
1980,"perinatal","PVT, non-ART",0,308.58593233304,"Former VT",308.227271659504
1980,"bf","PVT, non-ART",0,308.58593233304,"Former VT",308.227271659504
1980,"perinatal","Started ART during pregnancy",0,308.58593233304,"Former VT",308.227271659504
1980,"bf","Started ART during pregnancy",0,308.58593233304,"Former VT",308.227271659504
1980,"perinatal","Started ART, dropped out",0,308.58593233304,"Former VT",308.227271659504
1980,"bf","Started ART, dropped out",0,308.58593233304,"Former VT",308.227271659504
1981,"perinatal","Maternal seroconversion",72.1196502397207,581.356252435097,"Updated VT",541.54706799714
1981,"bf","Maternal seroconversion",279.087586886548,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","No PVT",139.567131034839,581.356252435097,"Updated VT",541.54706799714
1981,"bf","No PVT",90.581884273989,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","On ART pre-conception",0,581.356252435097,"Updated VT",541.54706799714
1981,"bf","On ART pre-conception",0,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","On ART, dropped out",0,581.356252435097,"Updated VT",541.54706799714
1981,"bf","On ART, dropped out",0,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","PVT, non-ART",0,581.356252435097,"Updated VT",541.54706799714
1981,"bf","PVT, non-ART",0,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","Started ART during pregnancy",0,581.356252435097,"Updated VT",541.54706799714
1981,"bf","Started ART during pregnancy",0,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","Started ART, dropped out",0,581.356252435097,"Updated VT",541.54706799714
1981,"bf","Started ART, dropped out",0,581.356252435097,"Updated VT",541.54706799714
1981,"perinatal","Maternal seroconversion",72.0324880065839,541.547853308093,"Former VT",541.54706799714
1981,"bf","Maternal seroconversion",265.373134744542,541.547853308093,"Former VT",541.54706799714
1981,"perinatal","No PVT",136.518867624015,541.547853308093,"Former VT",541.54706799714
1981,"bf","No PVT",67.6233629329519,541.547853308093,"Former VT",541.54706799714
1981,"perinatal","On ART pre-conception",0,541.547853308093,"Former VT",541.54706799714
1981,"bf","On ART pre-conception",0,541.547853308093,"Former VT",541.54706799714
1981,"perinatal","On ART, dropped out",0,541.547853308093,"Former VT",541.54706799714
1981,"bf","On ART, dropped out",0,541.547853308093,"Former VT",541.54706799714
1981,"perinatal","PVT, non-ART",0,541.547853308093,"Former VT",541.54706799714
1981,"bf","PVT, non-ART",0,541.547853308093,"Former VT",541.54706799714
1981,"perinatal","Started ART during pregnancy",0,541.547853308093,"Former VT",541.54706799714
1981,"bf","Started ART during pregnancy",0,541.547853308093,"Former VT",541.54706799714
1981,"perinatal","Started ART, dropped out",0,541.547853308093,"Former VT",541.54706799714
1981,"bf","Started ART, dropped out",0,541.547853308093,"Former VT",541.54706799714
1982,"perinatal","Maternal seroconversion",119.072177329854,981.414728036431,"Updated VT",914.957266884641
1982,"bf","Maternal seroconversion",460.783801999269,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","No PVT",243.759997117891,981.414728036431,"Updated VT",914.957266884641
1982,"bf","No PVT",157.798751589417,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","On ART pre-conception",0,981.414728036431,"Updated VT",914.957266884641
1982,"bf","On ART pre-conception",0,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","On ART, dropped out",0,981.414728036431,"Updated VT",914.957266884641
1982,"bf","On ART, dropped out",0,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","PVT, non-ART",0,981.414728036431,"Updated VT",914.957266884641
1982,"bf","PVT, non-ART",0,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","Started ART during pregnancy",0,981.414728036431,"Updated VT",914.957266884641
1982,"bf","Started ART during pregnancy",0,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","Started ART, dropped out",0,981.414728036431,"Updated VT",914.957266884641
1982,"bf","Started ART, dropped out",0,981.414728036431,"Updated VT",914.957266884641
1982,"perinatal","Maternal seroconversion",118.928269298602,913.683518965431,"Former VT",914.957266884641
1982,"bf","Maternal seroconversion",438.140740475722,913.683518965431,"Former VT",914.957266884641
1982,"perinatal","No PVT",238.677566331523,913.683518965431,"Former VT",914.957266884641
1982,"bf","No PVT",117.936942859584,913.683518965431,"Former VT",914.957266884641
1982,"perinatal","On ART pre-conception",0,913.683518965431,"Former VT",914.957266884641
1982,"bf","On ART pre-conception",0,913.683518965431,"Former VT",914.957266884641
1982,"perinatal","On ART, dropped out",0,913.683518965431,"Former VT",914.957266884641
1982,"bf","On ART, dropped out",0,913.683518965431,"Former VT",914.957266884641
1982,"perinatal","PVT, non-ART",0,913.683518965431,"Former VT",914.957266884641
1982,"bf","PVT, non-ART",0,913.683518965431,"Former VT",914.957266884641
1982,"perinatal","Started ART during pregnancy",0,913.683518965431,"Former VT",914.957266884641
1982,"bf","Started ART during pregnancy",0,913.683518965431,"Former VT",914.957266884641
1982,"perinatal","Started ART, dropped out",0,913.683518965431,"Former VT",914.957266884641
1982,"bf","Started ART, dropped out",0,913.683518965431,"Former VT",914.957266884641
1983,"perinatal","Maternal seroconversion",190.653810697444,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","Maternal seroconversion",737.789378919767,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","No PVT",410.435688974074,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","No PVT",265.024671712422,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","On ART pre-conception",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","On ART pre-conception",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","On ART, dropped out",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","On ART, dropped out",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","PVT, non-ART",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","PVT, non-ART",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","Started ART during pregnancy",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","Started ART during pregnancy",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","Started ART, dropped out",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"bf","Started ART, dropped out",0,1603.90355030371,"Updated VT",1495.99270324213
1983,"perinatal","Maternal seroconversion",190.423390668489,1492.53208377722,"Former VT",1495.99270324213
1983,"bf","Maternal seroconversion",701.534175881344,1492.53208377722,"Former VT",1495.99270324213
1983,"perinatal","No PVT",402.277519022102,1492.53208377722,"Former VT",1495.99270324213
