"level_0","level_1","level_2","color","fontface","study_label","n.e","left_lab","est","lower","upper","formatted_pred","sr_default","sr_2019","sr_2024"
"Model 2","bf","Option A","black","plain","Chasela, 2010",748,NA,0.229755701729293,0.075324479188312,0.713421149291397,"0.23 (0.08, 0.71)","Included","Included","Included"
"Model 2","bf","Dual ARV","grey","plain","Chasela, 2010",748,NA,0.31,0,0.97,"0.31 (0.00, 0.97)","Included","Included",""
"Model 3","peri","ART initiated preconception","red","plain","Chauhan, 2021",32,"40",0.330665113232037,0.099413027103767,1.08129019468292,"0.33 (0.10, 1.08)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Chen, 2019",446,"13",3.75781109948184,2.40703739895686,5.76601133080959,"3.76 (2.41, 5.77)","","","Included"
"Model 3","peri","ART initiated in last month","black","plain","Chibwesha, 2011",187,"2",9.11942106440921,5.92165284552617,13.8432630469111,"9.12 (5.92, 13.84)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Chibwesha, 2011",1188,"26.5",2.04280905410877,1.40615581944716,2.92693705085389,"2.04 (1.41, 2.93)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Chibwesha, 2011",196,"10.5",3.24561211526146,1.84163873433864,5.82128028627056,"3.25 (1.84, 5.82)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Chibwesha, 2011",242,"6.5",3.46115115108278,1.95230786209388,6.08849647517918,"3.46 (1.95, 6.09)","Included","Included","Included"
"Model 2","peri","Option B","black","plain","Chibwesha, 2011",250,NA,1.68179470759786,0.901249658927476,3.14660206837549,"1.7 (0.9, 3.1)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Choi, 2018",3,"6",2.21093409781147,0.697504917098764,6.89187748856594,"2.21 (0.70, 6.89)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","Choi, 2018",2,"34",0.458081487766963,0.139813242799887,1.5921157889346,"0.46 (0.14, 1.59)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","Choi, 2018",3,"20",0.999495656076136,0.301082943140667,3.63377053403211,"1.00 (0.30, 3.63)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","Choi, 2018",8,"40",0.328185812149205,0.0948611320402827,1.09869986396614,"0.33 (0.09, 1.10)","","","Included"
"Model 1","peri","CD4 midpoint [200-350]","red","plain","Coetzee, 2019",15,"272",23.4112457000143,15.5759484102324,33.9560968929613,"23.4 (15.6, 34.0)","","","Included"
"Model 3","peri","ART initiated in last month","red","plain","Coetzee, 2019",6,"2",4.86608006842823,1.37559228975849,16.0313197651199,"4.87 (1.38, 16.03)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Coetzee, 2019",18,"12",1.41054659705701,0.452436043195248,4.49793042389817,"1.41 (0.45, 4.50)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","Coetzee, 2019",8,"40",0.306296750204732,0.0854271794934918,1.0388923731246,"0.31 (0.09, 1.04)","","","Included"
"Model 2","peri","Dual ARV","red","plain","Coetzee, 2019",8,NA,3.02153159299465,1.26749681719312,6.91996364581941,"3.0 (1.3, 6.9)","","","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","Cohan, 2015",348,NA,0.0634097406312018,0.0216271065951882,0.186760705427984,"0.06 (0.02, 0.19)","Included","","Included"
"Model 2","bf","Option B","black","plain","Cohan, 2015",353,NA,0.103140155246552,0.0378037562803422,0.274196460113621,"0.10 (0.04, 0.27)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Cohan, 2015",195,"18.8",0.645404341322811,0.2336697122803,1.69359578969094,"0.65 (0.23, 1.69)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","Cohan, 2015",194,"18.7",0.73782541292273,0.289181268041962,1.9655184062023,"0.74 (0.29, 1.97)","","","Included"
"Model 2","peri","Option B","black","plain","Cohan, 2015",374,NA,1.04518618911993,0.533248366187222,2.04523080715324,"1.0 (0.5, 2.0)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","Colbers, 2015a",18,"40",0.325389942476947,0.0952592768846746,1.11265020703216,"0.33 (0.10, 1.11)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","Colbers, 2015b",11,"40",0.3299817842291,0.097397005072301,1.12900963370046,"0.33 (0.10, 1.13)","Included","Included","Included"
"Model 2","bf","Infection","black","plain","Colebunders, 1988",3,NA,28.3115003327322,14.4137745083639,48.0930656284117,"28.3 (14.4, 48.1)","Included","Included","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","Connor, 1994",183,"538",19.3866868899365,14.9952276294873,24.7290128221145,"19.4 (15.0, 24.7)","","","Included"
"Model 1","bf","CD4 midpoint [0-200)","black","plain","Coovadia Fowler, 2012",54,"175",0.956085224398764,0.349049368397329,2.45758655266768,"0.96 (0.35, 2.46)","","","Included"
"Model 1","bf","CD4 midpoint >350","black","plain","Coovadia Fowler, 2012",434,"424.5",0.803229267421138,0.452499876282596,1.43198316987663,"0.80 (0.45, 1.43)","","","Included"
"Model 2","bf","Option A","black","plain","Coovadia Fowler, 2012",418,NA,0.228842794574405,0.0654044403189557,0.80934827015985,"0.23 (0.07, 0.81)","Included","Included","Included"
"Model 2","bf","Dual ARV","black","plain","Coovadia Fowler, 2012",819,NA,0.242691432477012,0.0749968434965983,0.785725768677022,"0.24 (0.07, 0.79)","Included","Included","Included"
"Model 2","bf","SDNVP, >350","grey","plain","Coovadia Fowler, 2012",434,NA,0.62,0.24,2.01,"0.62 (0.24, 2.01)","Included","Included",""
"Model 2","bf","SDNVP, <350","grey","plain","Coovadia Fowler, 2012",54,NA,1.8,0.33,9.77,"1.80 (0.33, 9.77)","Included","Included",""
"Model 1","bf","CD4 midpoint [0-200)","grey","plain","Dabis, 1999",145,NA,0.0127,0,0.1961199,"0.01 (0.00, 0.20)","Included","Included",""
"Model 1","bf","CD4 midpoint >350","black","plain","Dabis, 1999",113,"535",1.03415989207471,0.486220515672484,2.10630408709303,"1.03 (0.49, 2.11)","","","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","Dabis, 1999",187,"535",19.9737458673084,15.3297922641533,25.4208321340988,"20.0 (15.3, 25.4)","","","Included"
"Model 2","bf","Infection","black","plain","De Schacht, 2014",29,NA,24.4064789666791,14.5910010970781,37.8055133855248,"24.4 (14.6, 37.8)","Included","Included","Included"
"Model 3","peri","ART initiated in last month","black","plain","Delicio, 2011",12,"1",8.47090694045825,2.82514302365396,22.3568599977652,"8.47 (2.83, 22.36)","","","Included"
"Model 2","peri","Infection","black","plain","Dinh, 2015",212,NA,11.7125253896089,8.28557855136813,16.4079405877728,"11.7 (8.3, 16.4)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","Dinh, 2018",415,"40",0.71823834206632,0.296218724245777,1.6450728179603,"0.72 (0.30, 1.65)","Included","Included","Included"
"Model 2","peri","Option B","black","plain","Dinh, 2018",338,NA,2.08625028185452,1.19149388822032,3.62781145224502,"2.1 (1.2, 3.6)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Dryden-Peterson, 2011",114,"13.1",1.27264272301959,0.463957595893705,3.32095122636892,"1.27 (0.46, 3.32)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","Dryden-Peterson, 2011",144,"40",0.276097665770106,0.0850150864752878,0.838489787076016,"0.28 (0.09, 0.84)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","Dryden-Peterson, 2011",170,NA,4.24163399016361,2.44570835157099,7.32501242151375,"4.2 (2.4, 7.3)","Included","Included","Included"
"Model 2","bf","Infection","grey","plain","Dunn, 1992",42,NA,28.5714286,26.4632435,30.6796137,"28.6 (26.5, 30.7)","Included","",""
"Model 2","peri","Infection","red","plain","Ejikunle, 2019",5,NA,16.2199564333602,7.69580608641917,32.3649244516639,"16.2 (7.7, 32.4)","","","Included"
"Model 2","bf","Infection","black","plain","Ekpini, 1997",12,NA,25.071410739417,13.2500252552203,41.8918446209381,"25.1 (13.3, 41.9)","Included","Included","Included"
"Model 2","bf","Infection","black","plain","Embree, 2000",12,NA,32.1866754614172,19.0301423390758,50.2381242994778,"32.2 (19.0, 50.2)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","red","plain","Ewenighi-Amankwah, 2020",122,"40",0.291890162627048,0.0895428745428594,0.940662058973403,"0.29 (0.09, 0.94)","","","Included"
"Model 2","peri","SDNVP","grey","plain","Ewing, 2018",2275,NA,5.2307692,5.2115874,5.2499511,"5.2 (5.2, 5.2)","Included","",""
"Model 2","peri","Option B","black","plain","Finocchario, 2015",219,NA,2.93615236219396,1.69557778717699,5.0922726000531,"2.9 (1.7, 5.1)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","Finocchario, 2015",904,NA,3.45996399673213,2.50233407655409,4.70527117659473,"3.5 (2.5, 4.7)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","grey","plain","Flynn, 2018",648,NA,0.03,0,0.1633411,"0.03 (0.00, 0.16)","Included","",""
"Model 2","bf","Option B","black","plain","Flynn, 2018",648,NA,0.110919524294501,0.0404719750919502,0.299419690908094,"0.11 (0.04, 0.30)","","Included","Included"
"Model 2","bf","Option A","black","plain","Flynn, 2018",503,NA,0.160134499523245,0.0430061162574408,0.566396658363032,"0.16 (0.04, 0.57)","","Included","Included"
"Model 2","bf","Dual ARV","black","plain","Flynn, 2018",503,NA,0.161023162889494,0.0410471150843496,0.631961189086834,"0.16 (0.04, 0.63)","Included","Included","Included"
"Model 2","peri","Option A","grey","plain","Fowler, 2015",1386,NA,1.8,1.1000509,2.4999491,"1.8 (1.1, 2.5)","Included","Included",""
"Model 2","peri","Dual ARV","grey","plain","Fowler, 2015",1386,NA,1.8,1.1000509,2.4999491,"1.8 (1.1, 2.5)","Included","Included",""
"Model 3","peri","ART initiated preconception","red","plain","Frange, 2020",247,"40",0.26489810732711,0.0863012432867553,0.83898359463112,"0.26 (0.09, 0.84)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Gantner, 2019",16,"6",2.01419646396542,0.651186322616517,6.1695424042381,"2.01 (0.65, 6.17)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","Gantner, 2019",78,"40",0.297491772502402,0.0883924425934414,0.965578308702604,"0.30 (0.09, 0.97)","","","Included"
"Model 4","bf","ART initiated preconception","black","plain","Gibb, 2012",24,NA,0.015986484836067,0.00222867330233855,0.111722127511,"0.02 (0.00, 0.11)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","Gibb, 2012",172,"40",0.284499317225413,0.0854845112681365,0.876689224346812,"0.28 (0.09, 0.88)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","Gill, 2017",205,NA,0.093597068369803,0.0326192555495553,0.276010497799619,"0.09 (0.03, 0.28)","Included","","Included"
"Model 4","bf","ART initiated preconception","black","plain","Gill, 2017",381,NA,0.0218009781676166,0.00500340213403777,0.100700688215999,"0.02 (0.01, 0.10)","","","Included"
"Model 2","bf","Option B","black","plain","Gill, 2017",381,NA,0.123249481331424,0.0449797702636936,0.341989466502022,"0.12 (0.04, 0.34)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Gill, 2017",205,"9.6",1.63476682861823,0.74871001941273,3.5015151462048,"1.63 (0.75, 3.50)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","Gill, 2017",382,"40",0.297354330764603,0.108840522543532,0.837432954407625,"0.30 (0.11, 0.84)","Included","Included","Included"
"Model 2","peri","Option B","black","plain","Gill, 2017",205,NA,1.59815567479035,0.825188268217298,3.00419555393805,"1.6 (0.8, 3.0)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","Giuliano, 2014",66,NA,0.34783724097937,0.107640608351375,1.02680934105362,"0.35 (0.11, 1.03)","Included","","Included"
"Model 2","bf","Option B","black","plain","Giuliano, 2014",276,NA,0.121806502226175,0.0435824130452791,0.342153595369673,"0.12 (0.04, 0.34)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Giuliano, 2014",278,"14",1.06159872595822,0.430821387438737,2.49588655989517,"1.06 (0.43, 2.50)","","","Included"
"Model 2","peri","Option B","black","plain","Giuliano, 2014",278,NA,1.33344592115255,0.667354660310274,2.55596372935219,"1.3 (0.7, 2.6)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","Goga, 2015",822,NA,2.94017803569531,2.04998866607493,4.14717544229386,"2.9 (2.0, 4.1)","Included","Included","Included"
"Model 2","peri","Dual ARV","black","plain","Goga, 2015",710,NA,3.72099700913582,2.66261711037375,5.27327062361543,"3.7 (2.7, 5.3)","","","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","Goga, 2016",63,"372",17.8580138743256,12.3471124855944,26.0052077252637,"17.9 (12.3, 26.0)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Goga, 2016",163,"6",2.04368733323159,0.934990981474939,4.39517256428262,"2.04 (0.93, 4.40)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","Goga, 2016",727,"20",1.66528382089818,1.00772455960033,2.74659215726613,"1.67 (1.01, 2.75)","","","Included"
"Model 2","peri","Option B","black","plain","Goga, 2016",890,NA,1.66267552366446,1.08238377772299,2.51633967120664,"1.7 (1.1, 2.5)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","Goga, 2016",1908,NA,2.44987481586135,1.90149420678504,3.19996049215316,"2.4 (1.9, 3.2)","","Included","Included"
"Model 2","peri","Dual ARV","black","plain","Goga, 2016",205,NA,2.1342558406322,1.13987428441853,3.92471809592245,"2.1 (1.1, 3.9)","","","Included"
"Model 4","bf","ART initiated during pregnancy","red","plain","Goga, 2020",803,NA,0.0687228888968913,0.0333778123706054,0.147284165377364,"0.07 (0.03, 0.15)","","","Included"
"Model 4","bf","ART initiated preconception","red","plain","Goga, 2020",635,NA,0.0242712302197208,0.00676284077214944,0.0898338099765117,"0.02 (0.01, 0.09)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Goga, 2020",803,"20",1.62197311463141,1.00167775597916,2.66379367536125,"1.62 (1.00, 2.66)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","Goga, 2020",635,"40",0.856849301093186,0.430665038300447,1.68004689321313,"0.86 (0.43, 1.68)","","","Included"
"Model 2","peri","SDNVP","black","plain","Guay, 1999",310,NA,10.6913562937197,7.96984646294945,14.5222507838814,"10.7 (8.0, 14.5)","Included","Included","Included"
"Model 1","peri","CD4 midpoint >350","red","plain","Habib, 2021",20,"475",17.9045566803825,11.9173395906117,26.0087523159118,"17.9 (11.9, 26.0)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Harrington, 2019",264,"18",2.06378053539864,1.04175397470811,4.01315100306846,"2.06 (1.04, 4.01)","","","Included"
"Model 2","bf","Infection","black","plain","Hira, 1990",19,NA,23.3640130117677,13.3977121058294,38.3252423833895,"23.4 (13.4, 38.3)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [0-200)","black","plain","Hoffman, 2010",23,"161",27.3883094967262,18.8889111954247,38.5404500921616,"27.4 (18.9, 38.5)","","","Included"
"Model 3","peri","ART initiated in last month","black","plain","Hoffman, 2010",151,"2",10.1331582975345,6.41706137825519,15.6878119818342,"10.13 (6.42, 15.69)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Hoffman, 2010",422,"30",4.05500429428759,2.53796734114124,6.1986082656254,"4.06 (2.54, 6.20)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Hoffman, 2010",157,"16",3.09245479709654,1.55187634866502,6.27174770603503,"3.09 (1.55, 6.27)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","Hoffman, 2010",143,"40",0.784582593600934,0.282479652762376,2.11211723870252,"0.78 (0.28, 2.11)","Included","Included","Included"
"Model 2","peri","SDNVP","black","plain","Hoffman, 2010",1534,NA,7.90957028493243,6.67754256556349,9.28096245981442,"7.9 (6.7, 9.3)","Included","Included","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","Humphrey, 2010",NA,NA,0.51,NA,NA,"0.51 (NA, NA)","Included","",""
"Model 2","bf","Infection","black","plain","Humphrey, 2010",334,NA,23.9490280246725,19.9204451710721,28.7364600203307,"23.9 (19.9, 28.7)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [0-200)","grey","plain","Humphrey, 2010",549,"100",22.4,18.9124153,25.8875847,"22.4 (18.9, 25.9)","Included","",""
"Model 1","peri","CD4 midpoint [200-350]","grey","plain","Humphrey, 2010",891,"275",13.1,10.8845459,15.3154541,"13.1 (10.9, 15.3)","Included","",""
"Model 1","peri","CD4 midpoint >350","grey","plain","Humphrey, 2010",2094,"500",9.7,8.4323555,10.9676445,"9.7 (8.4, 11.0)","Included","",""
"Model 3","peri","ART initiated preconception","black","plain","Huntington, 2011",340,"40",0.321783717459487,0.112032412062746,0.894833575187307,"0.32 (0.11, 0.89)","Included","Included","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","Iliff, 2005",4367,"404",21.0006928380261,19.8317619272582,22.1872435789162,"21.0 (19.8, 22.2)","Included","Included","Included"
"Model 1","bf","CD4 midpoint [0-200)","grey","plain","Illiff, 2005",2060,NA,0.73,0.3623853,1.0976147,"0.73 (0.36, 1.10)","Included","Included",""
"Model 3","peri","ART initiated before last month","red","plain","Joao, 2021",71,"16",1.2399621443146,0.4698193532949,3.26963168813636,"1.24 (0.47, 3.27)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Joao, 2021",76,"16",1.21165803837735,0.456929164409812,3.21194392940544,"1.21 (0.46, 3.21)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Joao, 2021",82,"8",2.01905164742014,0.852067615247114,4.95779308423549,"2.02 (0.85, 4.96)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Joao, 2021",78,"9",3.78103911138145,1.63620439956188,8.29933716567053,"3.78 (1.64, 8.30)","","","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","Kesho Bora, 2010",115,NA,0.01,0,0.1927618,"0.01 (0.00, 0.19)","Included","",""
"Model 2","bf","Option B","black","plain","Kesho Bora, 2010",154,NA,0.143071838897578,0.0487739709898741,0.403050363249434,"0.14 (0.05, 0.40)","","Included","Included"
"Model 2","bf","SDNVP, >350","black","plain","Kesho Bora, 2010",283,NA,0.351075225050171,0.0634207995416477,2.17884826691653,"0.35 (0.06, 2.18)","Included","Included","Included"
"Model 2","bf","SDNVP, <350","black","plain","Kesho Bora, 2010",184,NA,0.893468109585612,0.196217682841776,3.94415323098151,"0.89 (0.20, 3.94)","Included","Included","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","Kesho Bora, 2011",NA,NA,0.48,NA,NA,"0.48 (NA, NA)","Included","",""
"Model 2","bf","Option B","black","plain","Kesho Bora, 2011",333,NA,0.163102057106927,0.0617838225902427,0.456226132648149,"0.16 (0.06, 0.46)","","Included","Included"
"Model 2","peri","Option B","black","plain","Kesho Bora, 2011",166,NA,2.323669285828,1.23651328905533,4.19958357510471,"2.3 (1.2, 4.2)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","Kesho Bora, 2011",284,NA,3.93055876915499,2.47776114944483,6.27175956317483,"3.9 (2.5, 6.3)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","Kilewo, 2009",224.91,NA,0.322455591600545,0.160168722923921,0.641885192142196,"0.32 (0.16, 0.64)","Included","","Included"
"Model 2","bf","Option B","black","plain","Kilewo, 2009",441,NA,0.195310960921398,0.0688723781670187,0.567658727995583,"0.20 (0.07, 0.57)","","Included","Included"
"Model 2","peri","Option B","black","plain","Kilewo, 2009",364,NA,3.17417642744452,1.96673897284058,5.094984859553,"3.2 (2.0, 5.1)","Included","Included","Included"
"Model 4","bf","ART initiated preconception","black","plain","Kim, 2013",262,NA,0.013789689641152,0.00221573624415929,0.0794759696223903,"0.01 (0.00, 0.08)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","Kim, 2013",262,"40",0.256091961359072,0.077917361726881,0.777814312260338,"0.26 (0.08, 0.78)","Included","Included","Included"
"Model 1","bf","CD4 midpoint [0-200)","black","plain","Kuhn, 2010",524,"174.5",0.876689327772955,0.390731836211649,2.03446280990468,"0.88 (0.39, 2.03)","","","Included"
"Model 1","bf","CD4 midpoint >350","black","plain","Kuhn, 2010",469,"424.5",0.733668604843208,0.40905266701363,1.30982814154822,"0.73 (0.41, 1.31)","Included","Included","Included"
"Model 2","bf","SDNVP, >350","grey","plain","Kuhn, 2010",469,NA,0.2,0.1637982,0.2362018,"0.20 (0.16, 0.24)","Included","Included",""
"Model 2","bf","SDNVP, <350","grey","plain","Kuhn, 2010",524,NA,0.92,0.8967711,0.9432289,"0.92 (0.90, 0.94)","Included","Included",""
"Model 2","peri","Option A","grey","plain","Lallemant, 2004",636,NA,1.8867925,1.08,3.27,"1.9 (1.1, 3.3)","Included","",""
"Model 2","peri","Dual ARV","black","plain","Lallemant, 2004",636,NA,2.20321843899184,1.38653668351276,3.48315416898147,"2.2 (1.4, 3.5)","","","Included"
"Model 2","bf","Infection","red","plain","Le Roux, 2019",7,NA,28.484389732568,15.3119013775205,44.9470877749647,"28.5 (15.3, 44.9)","","","Included"
"Model 1","peri","CD4 midpoint [0-200)","grey","plain","Leroy, 2005",956,"100",41.9751046,38.8466475,45.1035617,"42.0 (38.8, 45.1)","Included","",""
"Model 1","peri","CD4 midpoint [200-350]","grey","plain","Leroy, 2005",956,"275",29.4599372,26.5701827,32.3496918,"29.5 (26.6, 32.3)","Included","",""
"Model 1","peri","CD4 midpoint >350","grey","plain","Leroy, 2005",956,"500",18.7554393,16.2809369,21.2299418,"18.8 (16.3, 21.2)","Included","",""
"Model 2","bf","Infection","black","plain","Liang, 2009",106,NA,34.3688170703439,26.231948388486,42.9162690930682,"34.4 (26.2, 42.9)","Included","Included","Included"
"Model 2","peri","Infection","black","plain","Lima, 2016",9,NA,16.831749262203,8.31198979188802,31.8412514655014,"16.8 (8.3, 31.8)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","red","plain","Loh, 2021",42,"20",0.887276724179624,0.294175653580388,2.62720885708978,"0.89 (0.29, 2.63)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","Loh, 2021",46,"40",0.291409152385886,0.0885681759592579,1.00063997951522,"0.29 (0.09, 1.00)","","","Included"
"Model 4","bf","ART initiated during pregnancy","red","plain","Malaba, 2022",268,NA,0.0675007284781189,0.022213346280632,0.222342023587363,"0.07 (0.02, 0.22)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Malaba, 2022",124,"9",1.83450401063708,0.766299399809661,4.28108429874454,"1.83 (0.77, 4.28)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","Malaba, 2022",125,"9",1.25002650333009,0.485119204506906,3.21615480036444,"1.25 (0.49, 3.22)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","Mandelbrot, 2015",3505,"40",0.207041134842937,0.109487753983093,0.397379587349183,"0.21 (0.11, 0.40)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","Marazzi, 2010",2926,NA,0.16978753102824,0.128531518168606,0.222563131464793,"0.17 (0.13, 0.22)","Included","","Included"
"Model 2","bf","Option B","black","plain","Marazzi, 2010",2528,NA,0.122068398662551,0.0540669939904769,0.285142612018108,"0.12 (0.05, 0.29)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","Marazzi, 2010",3081,"20.11927793",0.828476795346811,0.576322326203302,1.21763417187504,"0.83 (0.58, 1.22)","","","Included"
"Model 2","peri","Option B","black","plain","Marazzi, 2010",3081,NA,0.950164770924494,0.677450191663942,1.31853013194562,"1.0 (0.7, 1.3)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [0-200)","black","plain","Marinda, 2011",496,"100",33.8941204180015,30.6558972584971,37.3346608448043,"33.9 (30.7, 37.3)","","Included","Included"
"Model 1","peri","CD4 midpoint [200-350]","black","plain","Marinda, 2011",826,"274.5",25.5286597719139,23.9381609989742,27.2927145961404,"25.5 (23.9, 27.3)","","","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","Marinda, 2011",1963,"424.5",19.5608356700785,18.0261371147319,21.1538537664537,"19.6 (18.0, 21.2)","","","Included"
"Model 2","peri","Infection","black","plain","Marinda, 2011",422,NA,19.7031317812957,16.2171325408526,23.6449201712642,"19.7 (16.2, 23.6)","","","Included"
"Model 2","peri","SDNVP","black","plain","Martinson, 2007",108,NA,9.9992643950271,6.2233486213496,15.9568960278616,"10.0 (6.2, 16.0)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [0-200)","black","plain","Mayaux, 1995",65,"100",38.2704155985184,31.3745619564981,45.51646933207,"38.3 (31.4, 45.5)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [200-350]","black","plain","Mayaux, 1995",57,"300",28.1652709516234,23.232770184258,33.3508573925445,"28.2 (23.2, 33.4)","","","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","Mayaux, 1995",192,"600",16.4528947716251,12.994535748614,20.190132995252,"16.5 (13.0, 20.2)","Included","Included","Included"
"Model 2","peri","Option A","red","plain","Meggi, 2018",6,NA,4.24804422362462,1.77886115486514,9.31386497301114,"4.2 (1.8, 9.3)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","Meyers, 2015",248,"6",3.64528095221323,2.08739220074424,6.39907964322341,"3.65 (2.09, 6.40)","","","Included"
